entity,hypernym,neg_hypernym,depth,level,pageviews,go_id,parent_id,namespace
eosinophil extravasation,eosinophil migration,"phosphotransferase activity, carboxyl group as acceptor",5,2,5.62e-08,GO:0072682,GO:0072677,biological_process
endoplasmic reticulum cisternal network,endoplasmic reticulum subcompartment,positive regulation of translation,5,2,2.51e-07,GO:0071781,GO:0098827,cellular_component
calcium export from the mitochondrion,mitochondrial calcium ion transmembrane transport,phosphoric diester hydrolase activity,5,2,6.61e-06,GO:0099093,GO:0006851,biological_process
"homogentisate 1,2-dioxygenase activity","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",cytokine binding,6,2,0.0,GO:0004411,GO:0016702,molecular_function
cobalt ion transport,monoatomic cation transmembrane transport,meiotic chromosome segregation,6,2,2.34e-06,GO:0006824,GO:0098655,biological_process
phosphoglucomutase activity,intramolecular phosphotransferase activity,negative regulation of biological process,6,2,0.0,GO:0004614,GO:0016868,molecular_function
cellular response to mechanical stimulus,cellular response to external stimulus,male meiotic nuclear division,5,2,7.76e-06,GO:0071260,GO:0071496,biological_process
establishment of centrosome localization,centrosome localization,protein-hormone receptor activity,5,2,2.63e-05,GO:0051660,GO:0051642,biological_process
genital disc morphogenesis,imaginal disc morphogenesis,cortical actin cytoskeleton organization,6,2,2.82e-06,GO:0007483,GO:0007560,biological_process
TIM22 mitochondrial import inner membrane insertion complex,inner mitochondrial membrane protein complex,ATPase-coupled carboxylic acid transmembrane transporter activity,5,2,0.0,GO:0042721,GO:0098800,cellular_component
ectoine binding,heterocyclic compound binding,glutathione metabolic process,5,2,0.0,GO:0033294,GO:1901363,molecular_function
Bcl3/NF-kappaB2 complex,I-kappaB/NF-kappaB complex,inner mitochondrial membrane protein complex,5,2,0.0,GO:0033257,GO:0033256,cellular_component
riboflavin binding,anion binding,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",5,2,1.7e-07,GO:1902444,GO:0043168,molecular_function
beta-hydroxybutyrate transmembrane transporter activity,fatty acid transmembrane transporter activity,unidimensional cell growth,5,2,5.6e-08,GO:0097253,GO:0015245,molecular_function
nucleotide-sugar biosynthetic process,nucleotide-sugar metabolic process,response to nitrogen compound,6,2,9.8e-07,GO:0009226,GO:0009225,biological_process
mono-ADP-D-ribose binding,ADP-D-ribose binding,deaminase activity,5,2,1.28e-07,GO:0072571,GO:0072570,molecular_function
pyrimidine ribonucleotide binding,pyrimidine nucleotide binding,centromere clustering,5,2,1.02e-07,GO:0032557,GO:0019103,molecular_function
juvenile hormone secretion,terpenoid transport,monoatomic cation transmembrane transport,5,2,7.59e-06,GO:0045443,GO:0046865,biological_process
maintenance of seed dormancy by absisic acid,maintenance of seed dormancy,regulation of reproductive process,5,2,3.55e-05,GO:0098755,GO:0010231,biological_process
negative regulation of circadian rhythm,regulation of circadian rhythm,regulation of multicellular organismal process,5,2,6.17e-05,GO:0042754,GO:0042752,biological_process
interleukin-1 receptor binding,growth factor receptor binding,olefinic compound metabolic process,6,2,4.9e-07,GO:0005149,GO:0070851,molecular_function
"phosphodiesterase activity, acting on 3'-phosphoglycolate-terminated DNA strands",phosphoric diester hydrolase activity,regulation of response to nutrient levels,5,2,1.15e-07,GO:0090580,GO:0008081,molecular_function
regulation of collecting lymphatic vessel constriction,regulation of anatomical structure size,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",5,2,2.4e-05,GO:1903814,GO:0090066,biological_process
regulation of sulfur utilization,regulation of response to nutrient levels,response to ketone,6,2,2.4e-05,GO:0006792,GO:0032107,biological_process
delta(3)-delta(2)-enoyl-CoA isomerase activity,"intramolecular oxidoreductase activity, transposing C=C bonds","acyltransferase activity, transferring groups other than amino-acyl groups",6,2,0.0,GO:0004165,GO:0016863,molecular_function
negative regulation of receptor-mediated virion attachment to host cell,negative regulation of biological process,intracellular transport,5,2,6.17e-05,GO:1902735,GO:0048519,biological_process
complement component C4b receptor activity,opsonin receptor activity,carbon-sulfur lyase activity,6,2,5.89e-06,GO:0001861,GO:0001847,molecular_function
phosphatidylserine catabolic process,glycerophospholipid catabolic process,transmembrane signaling receptor activity,6,2,4.07e-08,GO:0006660,GO:0046475,biological_process
collagen and cuticulin-based cuticle development,cuticle development,smoothened signaling pathway,5,2,1.78e-06,GO:0040002,GO:0042335,biological_process
animal organ regeneration,regeneration,"intramolecular oxidoreductase activity, transposing C=C bonds",5,2,6.46e-05,GO:0031100,GO:0031099,biological_process
cellular response to temperature stimulus,response to temperature stimulus,steroid hormone binding,5,2,7.76e-06,GO:0071502,GO:0009266,biological_process
histone butyryltransferase activity,histone modifying activity,exopeptidase activity,5,2,5.13e-07,GO:0140069,GO:0140993,molecular_function
stereocilium coat,glycocalyx,growth factor binding,5,2,0.0,GO:0120234,GO:0030112,cellular_component
pupal development,instar larval or pupal development,larval behavior,5,2,1.41e-07,GO:0035209,GO:0002165,biological_process
cellular response to molecule of bacterial origin,response to molecule of bacterial origin,cytoplasmic side of membrane,5,2,7.76e-06,GO:0071219,GO:0002237,biological_process
ribonuclease P activity,"RNA endonuclease activity producing 5'-phosphomonoesters, hydrolytic mechanism",antigen processing and presentation of endogenous peptide antigen,6,2,6.61e-08,GO:0004526,GO:0016891,molecular_function
high molecular weight kininogen receptor binding,signaling receptor binding,regulation of reproductive process,5,2,0.000562,GO:0030987,GO:0005102,molecular_function
maintenance of right sidedness,maintenance of left/right asymmetry,larval behavior,5,2,3.55e-05,GO:0061970,GO:0061968,biological_process
actin cortical patch assembly,cortical actin cytoskeleton organization,regulation of multicellular organismal process,6,2,1.38e-06,GO:0000147,GO:0030866,biological_process
vitamin D receptor signaling pathway,hormone-mediated signaling pathway,imaginal disc pattern formation,5,2,1.02e-05,GO:0070561,GO:0009755,biological_process
phosphosulfolactate synthase activity,carbon-sulfur lyase activity,plasmid partitioning,5,2,0.0,GO:0043817,GO:0016846,molecular_function
cell-cell self recognition,cell-cell recognition,neutral amino acid transport,5,2,3.71e-05,GO:0097656,GO:0009988,biological_process
flavonoid catabolic process,flavonoid metabolic process,cis-trans isomerase activity,5,2,1.05e-07,GO:0046275,GO:0009812,biological_process
interferon-omega production,type I interferon production,neutral amino acid transport,5,2,5.25e-07,GO:0072653,GO:0032606,biological_process
response to forskolin,response to ketone,regulation of reproductive process,5,2,0.000107,GO:1904321,GO:1901654,biological_process
venom-mediated perturbation of nervous system process,venom-mediated perturbation of biological process,L-cystine transport,5,2,1.73e-06,GO:0140136,GO:0035738,biological_process
PDZ domain binding,protein domain specific binding,protein insertion into membrane,5,2,2.57e-08,GO:0030165,GO:0019904,molecular_function
ABC-type cysteine transporter activity,ATPase-coupled carboxylic acid transmembrane transporter activity,receptor ligand activity,5,2,1.59e-05,GO:0033230,GO:0033284,molecular_function
acetoin-ribose-5-phosphate transaldolase activity,transketolase or transaldolase activity,protein histidine kinase activity,5,2,1.58e-08,GO:0047156,GO:0016744,molecular_function
choriogonadotropin hormone receptor activity,protein-hormone receptor activity,meiotic chromosome segregation,5,2,0.0,GO:0035472,GO:0016500,molecular_function
ribonuclease III activity,double-stranded RNA-specific ribonuclease activity,monoatomic cation transmembrane transport,6,2,6.61e-08,GO:0004525,GO:0032296,molecular_function
secondary cell septum biogenesis,mitotic cytokinetic process,carbon-sulfur lyase activity,5,2,3.39e-05,GO:1990344,GO:1902410,biological_process
mitotic DNA replication initiation,mitotic cell cycle process,regulation of asymmetric cell division,5,2,2.95e-07,GO:1902975,GO:1903047,biological_process
phosphoglycerate kinase activity,"phosphotransferase activity, carboxyl group as acceptor","catalytic activity, acting on a glycoprotein",6,2,2.4e-08,GO:0004618,GO:0016774,molecular_function
trichome patterning,regionalization,smoothened signaling pathway,5,2,3.09e-08,GO:0048629,GO:0003002,biological_process
dopamine beta-monooxygenase activity,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",antigen processing and presentation of endogenous peptide antigen,6,2,2.34e-06,GO:0004500,GO:0016715,molecular_function
dihydropterin deaminase activity,deaminase activity,negative regulation of biological process,6,2,0.0,GO:0004153,GO:0019239,molecular_function
astral microtubule anchoring at mitotic spindle pole body,microtubule anchoring at spindle pole body,response to oxygen-containing compound,5,2,1.35e-06,GO:1990734,GO:0034631,biological_process
protein serine kinase activity (using GTP as donor),protein kinase activity,asexual sporulation,5,2,3.39e-05,GO:0106264,GO:0004672,molecular_function
regulation of synaptic signaling by nitric oxide,regulation of cell communication,indole-containing compound metabolic process,5,2,2.4e-05,GO:0150045,GO:0010646,biological_process
(25S)-Delta(7)-dafachronate binding,steroid hormone binding,centromere clustering,5,2,0.0,GO:1902052,GO:1990239,molecular_function
respiratory tube development,tube development,fatty acid transmembrane transporter activity,5,2,6.46e-06,GO:0030323,GO:0035295,biological_process
methyl/ethyl malonyl-CoA decarboxylase activity,carboxy-lyase activity,establishment or maintenance of monopolar cell polarity,6,2,5.63e-07,GO:0004492,GO:0016831,molecular_function
cytoplasmic side of cis-Golgi cisternae membrane,cytoplasmic side of membrane,response to nitrogen compound,5,2,5.25e-07,GO:0160278,GO:0098562,cellular_component
D-glucose:sodium symporter activity,D-glucose transmembrane transporter activity,imaginal disc morphogenesis,6,2,0.0,GO:0005412,GO:0055056,molecular_function
regulation of neurotrophin production,regulation of multicellular organismal process,"phosphotransferase activity, carboxyl group as acceptor",5,2,2.4e-05,GO:0032899,GO:0051239,biological_process
uroporphyrinogen-III synthase activity,hydro-lyase activity,venom-mediated perturbation of biological process,6,2,0.0,GO:0004852,GO:0016836,molecular_function
mitochondrial pyruvate carrier complex,transmembrane transporter complex,response to molecule of bacterial origin,5,2,1.86e-06,GO:7770001,GO:1902495,cellular_component
"L-tryptophan 2,3-dioxygenase activity","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",maintenance of left/right asymmetry,6,2,3.88e-07,GO:0004833,GO:0016702,molecular_function
T=16 icosahedral viral capsid,icosahedral viral capsid,regulation of asymmetric cell division,5,2,0.000117,GO:0039622,GO:0019030,cellular_component
cellular response to fluoxetine,response to fluoxetine,intracellular transport,5,2,7.76e-06,GO:0071411,GO:0014076,biological_process
tRNA-guanosine(34) queuine transglycosylase activity,"catalytic activity, acting on a tRNA",protein histidine kinase activity,6,2,5.96e-08,GO:0008479,GO:0140101,molecular_function
ganglioside GM1 transport to membrane,carboxylic acid transport,endoplasmic reticulum subcompartment,5,2,1.62e-08,GO:1905572,GO:0046942,biological_process
retinol metabolic process,olefinic compound metabolic process,mitotic cytokinetic process,5,2,2.95e-07,GO:0042572,GO:0120254,biological_process
