entity,hypernym,neg_hypernym,depth,level,pageviews,tree_num,parent_num
"Liver Abscess, Amebic",Liver Abscess,Nurses,6,5,1.51e-05,C01.830.025.020.455.460,C01.830.025.020.455
Insurance Benefits,Insurance,Cerebral Small Vessel Diseases,5,5,8.71e-05,N03.219.521.576.130,N03.219.521.576
Joint Commission on Accreditation of Healthcare Organizations,Accreditation,Cytodiagnosis,5,5,5.13e-05,N03.706.110.070.410,N03.706.110.070
Body Dissatisfaction,Body Image,Ammonia-Lyases,6,5,0.000251,F01.752.747.792.110.500,F01.752.747.792.110
Jordan,Middle East,Iodoacetates,5,5,3.24e-05,Z01.252.245.500.400,Z01.252.245.500
"Liability, Legal",Jurisprudence,Disaccharidases,5,5,1.45e-05,I01.880.604.583.490,I01.880.604.583
"Stroke, Lacunar",Cerebral Small Vessel Diseases,Platelet Membrane Glycoproteins,6,5,1.86e-05,C10.228.140.300.275.800,C10.228.140.300.275
DNA Helicases,Adenosine Triphosphatases,Urination Disorders,6,5,3.09e-05,D08.811.277.040.025.159,D08.811.277.040.025
Home Environment,Social Conditions,Ovarian Follicle,5,5,0.000646,I01.880.853.450.641,I01.880.853.450
Data Mining,Information Storage and Retrieval,Coumarins,6,5,0.000219,L01.313.500.750.280.199,L01.313.500.750.280
"Human Papillomavirus Recombinant Vaccine Quadrivalent, Types 6, 11, 16, 18",Papillomavirus Vaccines,Weather,6,5,0.000224,D20.215.894.899.498.500,D20.215.894.899.498
"Nurses, International",Nurses,Cytodiagnosis,5,5,1.38e-05,M01.526.485.650.662,M01.526.485.650
School Nursing,School Health Services,Purinones,5,5,0.000513,N02.421.726.809.742,N02.421.726.809
Combat Medics,Emergency Medical Technicians,Phosphotransferases (Alcohol Group Acceptor),5,5,3.63e-05,M01.526.373.250.500,M01.526.373.250
Community Networks,Information Systems,Cyclin A,6,5,0.000219,L01.313.500.750.300.184,L01.313.500.750.300
"Liver Abscess, Pyogenic",Liver Abscess,Ammonia-Lyases,6,5,1.51e-05,C01.830.025.020.455.730,C01.830.025.020.455
Ownership,Jurisprudence,Peptic Ulcer,5,5,2.51e-05,I01.880.604.583.594,I01.880.604.583
Growth Hormone,"Pituitary Hormones, Anterior",Histocompatibility Antigens Class I,6,5,0.000107,D06.472.699.631.525.425,D06.472.699.631.525
Economic Status,Socioeconomic Factors,Histocompatibility Antigens Class I,5,5,0.000126,I01.880.853.996.268,I01.880.853.996
American Cancer Society,Voluntary Health Agencies,"Hernia, Diaphragmatic",5,5,0.000309,N03.540.630.780.080,N03.540.630.780
"Insurance, Life",Insurance,"Hemoglobins, Abnormal",5,5,8.71e-05,N03.219.521.576.543,N03.219.521.576
Chemical Safety,Safety,Coumarins,6,5,3.72e-05,N06.850.135.060.075.199,N06.850.135.060.075
Pennsylvania,Mid-Atlantic Region,Ovary,6,5,2.51e-05,Z01.107.567.875.500.550,Z01.107.567.875.500
Human bocavirus,Bocavirus,Fenfluramine,6,5,0.000224,B04.280.580.650.085.500,B04.280.580.650.085
"Insurance, Dental","Insurance, Health","Pituitary Hormones, Anterior",6,5,8.71e-05,N03.219.521.576.343.450,N03.219.521.576.343
Ampyrone,Aminopyrine,Respiratory Syncytial Viruses,7,6,0.0,D03.383.129.539.850.077.025,D03.383.129.539.850.077
Chlorphentermine,Phentermine,Symporters,7,6,0.0,D02.092.471.683.152.766.262,D02.092.471.683.152.766
Penaeidae,Decapoda,Mice,7,6,0.0,B01.050.500.131.365.190.660,B01.050.500.131.365.190
Hyperlipoproteinemia Type V,Hyperlipoproteinemias,Canidae,7,6,0.0,C18.452.584.500.500.644.495,C18.452.584.500.500.644
Securidaca,Polygalaceae,"Receptors, Colony-Stimulating Factor",9,6,0.0,B01.875.800.575.912.250.859.844.750,B01.875.800.575.912.250.859.844
Mengovirus,Encephalomyocarditis virus,"Orthoreovirus, Mammalian",7,6,0.0,B04.820.578.750.170.200.500,B04.820.578.750.170.200
Betulaceae,Fagales,Secretory Vesicles,9,6,0.0,B01.875.800.575.912.250.859.750.200,B01.875.800.575.912.250.859.750
Pontederiaceae,Magnoliopsida,Oncorhynchus,7,6,0.0,B01.875.800.575.912.250.827,B01.875.800.575.912.250
Flurazepam,Benzodiazepinones,Arachidonate Lipoxygenases,7,6,0.0,D03.633.100.079.080.070.348,D03.633.100.079.080.070
Palaeoptera,Pterygota,gamma-Aminobutyric Acid,7,6,0.0,B01.050.500.131.617.720.750,B01.050.500.131.617.720
Kalopanax,Araliaceae,Fagales,8,6,0.0,B01.875.800.575.912.250.087.431,B01.875.800.575.912.250.087
Salacia,Celastraceae,Collagen Type XVIII,10,6,0.0,B01.875.800.575.912.250.859.500.750.682,B01.875.800.575.912.250.859.500.750
Actinobacillosis,Actinobacillus Infections,Decapoda,7,6,0.0,C01.150.252.400.700.030.178,C01.150.252.400.700.030
Meclofenoxate,Phenoxyacetates,Nephritis,7,6,0.0,D02.241.081.018.386.682.875,D02.241.081.018.386.682
Zosteraceae,Alismatales,Vesicular Neurotransmitter Transport Proteins,9,6,0.0,B01.875.800.575.912.250.618.050.968,B01.875.800.575.912.250.618.050
Ancitabine,Cytarabine,Proboscidea Mammal,7,6,0.0,D03.383.742.680.245.453.050,D03.383.742.680.245.453
Ralstonia solanacearum,Ralstonia,Inhibitor of Apoptosis Proteins,7,6,0.0,B03.660.075.090.688.600.750,B03.660.075.090.688.600
Iothalamate Meglumine,Triiodobenzoic Acids,Actinobacillus Infections,9,6,0.0,D02.455.426.559.389.127.375.880.420,D02.455.426.559.389.127.375.880
Orycteropodidae,Afrotheria,Copper Transport Proteins,8,6,0.0,B01.050.150.900.649.313.250.125,B01.050.150.900.649.313.250
Oophoritis,Pelvic Inflammatory Disease,Hyperlipoproteinemias,7,6,0.0,C12.050.351.500.056.750.500,C12.050.351.500.056.750
Astacoidea,Decapoda,Asteraceae,7,6,0.0,B01.050.500.131.365.190.070,B01.050.500.131.365.190
Passifloraceae,Magnoliopsida,Inhibitor of Apoptosis Proteins,7,6,0.0,B01.875.800.575.912.250.803,B01.875.800.575.912.250
Rauwolfia,Apocynaceae,"Receptors, Melanocortin",9,6,0.0,B01.875.800.575.912.250.456.500.777,B01.875.800.575.912.250.456.500
Chelidonium majus,Chelidonium,Gold Radioisotopes,10,6,0.0,B01.875.800.575.912.250.836.500.249.500,B01.875.800.575.912.250.836.500.249
Dipetalonema,Filarioidea,Vesicular Neurotransmitter Transport Proteins,9,6,0.0,B01.050.500.500.294.400.937.463.208,B01.050.500.500.294.400.937.463
Metapneumovirus,Pneumovirinae,"Receptors, Fibroblast Growth Factor",7,6,0.0,B04.820.480.937.600.670.500,B04.820.480.937.600.670
Iodamide,Triiodobenzoic Acids,Cystadenocarcinoma,7,6,0.0,D02.241.223.100.400.880.375,D02.241.223.100.400.880
Cerebellopontine Angle,Cerebellum,Inhibitor of Apoptosis Proteins,8,6,0.0,A08.186.211.132.810.428.200.462,A08.186.211.132.810.428.200
Phenprocoumon,4-Hydroxycoumarins,Iridaceae,7,6,0.0,D03.383.663.283.446.520.750,D03.383.663.283.446.520
Iridoid Glycosides,Iridoids,Chondroitinsulfatases,9,6,0.0,D02.455.426.392.368.450.675.500.500,D02.455.426.392.368.450.675.500
Pyelitis,Nephritis,"Receptors, Growth Factor",7,6,0.0,C12.050.351.968.419.570.821,C12.050.351.968.419.570
Tuberculoma,Tuberculosis,Haplorhini,8,6,0.0,C01.150.252.410.040.552.846.493,C01.150.252.410.040.552.846
Platyrrhini,Haplorhini,Vesicular Neurotransmitter Transport Proteins,9,6,0.0,B01.050.150.900.649.313.988.400.600,B01.050.150.900.649.313.988.400
Bixaceae,Magnoliopsida,Ralstonia,7,6,0.0,B01.875.800.575.912.250.146,B01.875.800.575.912.250
Metrizamide,Triiodobenzoic Acids,Celastraceae,7,6,0.0,D02.241.223.100.400.880.520,D02.241.223.100.400.880
Dictamnus,Rutaceae,Moraxella,8,6,0.0,B01.875.800.575.912.250.875.255,B01.875.800.575.912.250.875
Podophyllotoxin,Tetrahydronaphthalenes,"Tuberculosis, Cardiovascular",8,6,0.0,D02.455.426.559.847.638.960.675,D02.455.426.559.847.638.960
Thiram,Dimethyldithiocarbamate,United States Health Resources and Services Administration,7,6,0.0,D02.241.081.251.869.210.800,D02.241.081.251.869.210
Chrysenes,Phenanthrenes,Cerebral Cortex,7,6,0.0,D02.455.426.559.847.723.180,D02.455.426.559.847.723
"Cystadenocarcinoma, Serous",Cystadenocarcinoma,Chondroitinsulfatases,7,6,0.0,C04.557.470.200.025.480.240,C04.557.470.200.025.480
Flurogestone Acetate,Pregnenediones,Iridaceae,7,6,0.0,D04.210.500.745.745.654.485,D04.210.500.745.745.654
Degenerin Sodium Channels,Sodium Channels,"Receptors, Interleukin",7,6,0.0,D12.776.157.530.400.875.100,D12.776.157.530.400.875
NAV1.5 Voltage-Gated Sodium Channel,Voltage-Gated Sodium Channels,"Receptors, Catecholamine",8,6,9.1e-10,D12.776.157.530.400.875.750.500,D12.776.157.530.400.875.750
Valacyclovir,Acyclovir,Magnoliopsida,9,6,2e-08,D03.633.100.759.758.399.454.250.650,D03.633.100.759.758.399.454.250
Monophenol Monooxygenase,Catechol Oxidase,Phosphatidylinositol 3-Kinase,7,6,0.0,D08.811.682.690.708.125.500,D08.811.682.690.708.125
Vigabatrin,gamma-Aminobutyric Acid,Metalloendopeptidases,7,6,1.05e-08,D02.241.081.114.500.350.900,D02.241.081.114.500.350
Ranibizumab,"Antibodies, Monoclonal, Humanized","Receptors, Catecholamine",9,6,1.51e-08,D12.776.124.486.485.114.224.060.868,D12.776.124.486.485.114.224.060
Triturus,Salamandridae,Carboxypeptidases,8,6,1.78e-08,B01.050.150.900.090.608.700.670,B01.050.150.900.090.608.700
"Apc2 Subunit, Anaphase-Promoting Complex-Cyclosome",Anaphase-Promoting Complex-Cyclosome,Rubiaceae,7,6,0.0,D08.811.464.938.750.092.750,D08.811.464.938.750.092
Oxysterols,Cholesterol,Celastraceae,7,6,0.0,D04.210.500.247.222.284.800,D04.210.500.247.222.284
Setaria Nematode,Filarioidea,Decapoda,9,6,2.51e-08,B01.050.500.500.294.400.937.463.700,B01.050.500.500.294.400.937.463
Lucilia Blowflies,Calliphoridae,Rosales,11,6,2.4e-08,B01.050.500.131.617.720.500.500.750.155.500,B01.050.500.131.617.720.500.500.750.155
Counterimmunoelectrophoresis,Immunoelectrophoresis,Online Systems,9,6,0.0,E01.370.225.812.735.645.350.350.150,E01.370.225.812.735.645.350.350
Alprostadil,Prostaglandins E,Iridoids,7,6,0.0,D10.251.355.255.550.250.100,D10.251.355.255.550.250
Arachidonate 15-Lipoxygenase,Arachidonate Lipoxygenases,Decapoda,8,6,1.1e-08,D08.811.682.690.416.583.500.065,D08.811.682.690.416.583.500
Locusta migratoria,Grasshoppers,Mycoplasma,8,6,2.04e-08,B01.050.500.131.617.678.369.500,B01.050.500.131.617.678.369
Glycochenodeoxycholic Acid,Chenodeoxycholic Acid,Anaphase-Promoting Complex-Cyclosome,8,6,0.0,D04.210.500.105.225.272.150.350,D04.210.500.105.225.272.150
Pistacia,Anacardiaceae,"Regulatory Elements, Transcriptional",8,6,2.04e-08,B01.875.800.575.912.250.044.555,B01.875.800.575.912.250.044
Multidetector Computed Tomography,"Tomography, Spiral Computed",Shaker Superfamily of Potassium Channels,7,6,1.41e-08,E01.370.350.350.810.800.500,E01.370.350.350.810.800
N-Acetylgalactosamine-4-Sulfatase,Chondroitinsulfatases,Arachidonate Lipoxygenases,8,6,0.0,D08.811.277.352.827.180.175.060,D08.811.277.352.827.180.175
Endostatins,Collagen Type XVIII,"Caspases, Initiator",8,6,0.0,D12.776.860.300.250.400.537.500,D12.776.860.300.250.400.537
Muramoylpentapeptide Carboxypeptidase,Carboxypeptidases,Phosphates,7,6,0.0,D08.811.277.656.350.245.500,D08.811.277.656.350.245
Ancylostoma,Ancylostomatoidea,Antibodies,9,6,1.66e-08,B01.050.500.500.294.400.968.100.100,B01.050.500.500.294.400.968.100
ADAMTS4 Protein,ADAMTS Proteins,"Regulatory Elements, Transcriptional",9,6,0.0,D08.811.277.656.675.374.102.500.844,D08.811.277.656.675.374.102.500
Scutellaria baicalensis,Scutellaria,Pregnenediones,10,6,2.63e-08,B01.875.800.575.912.250.583.520.942.500,B01.875.800.575.912.250.583.520.942
Thrombomodulin,"Receptors, Thrombin",Breast Carcinoma In Situ,7,6,0.0,D09.400.430.890.625.800.800,D09.400.430.890.625.800
Uncinate Fasciculus,Frontal Lobe,Polygalaceae,9,6,1.86e-08,A08.186.211.200.885.287.500.270.850,A08.186.211.200.885.287.500.270
Dirofilaria,Filarioidea,"Keratins, Type I",9,6,1.07e-08,B01.050.500.500.294.400.937.463.230,B01.050.500.500.294.400.937.463
Lujo virus,"Arenaviruses, Old World",Interspersed Repetitive Sequences,7,6,1.86e-08,B04.820.480.500.070.100.525,B04.820.480.500.070.100
Cdc20 Proteins,Anaphase-Promoting Complex-Cyclosome,Iridaceae,7,6,1.88e-09,D08.811.464.938.750.092.998,D08.811.464.938.750.092
Moraceae,Rosales,Breast Carcinoma In Situ,9,6,1.45e-08,B01.875.800.575.912.250.859.937.406,B01.875.800.575.912.250.859.937
Procollagen N-Endopeptidase,Metalloendopeptidases,Cerebellum,7,6,1.74e-08,D08.811.277.656.300.480.664,D08.811.277.656.300.480
Cystinuria,Renal Aminoacidurias,"Keratins, Type I",8,6,1.7e-08,C12.050.351.968.419.815.885.250,C12.050.351.968.419.815.885
Retroelements,Interspersed Repetitive Sequences,"Tuberculosis, Cardiovascular",7,6,0.0,G02.111.570.080.708.330.800,G02.111.570.080.708.330
Orobanche,Orobanchaceae,"Receptors, Interleukin",9,6,1.62e-08,B01.875.800.575.912.250.583.670.670,B01.875.800.575.912.250.583.670
Desmosomal Cadherins,Cadherins,"Hypertension, Renal",7,6,0.0,D09.400.430.890.200.200.500,D09.400.430.890.200.200
Leucyl Aminopeptidase,Aminopeptidases,Strongyloides,7,6,1.32e-08,D08.811.277.656.350.100.511,D08.811.277.656.350.100
Immunoconjugates,Antibodies,Neuromuscular Blocking Agents,7,6,0.0,D12.776.124.790.651.114.580,D12.776.124.790.651.114
Strongyloides stercoralis,Strongyloides,Afrotheria,10,6,2.34e-08,B01.050.500.500.294.400.875.640.680.700,B01.050.500.500.294.400.875.640.680
Moraxella catarrhalis,Moraxella,RNA Nucleotidyltransferases,7,6,1.86e-08,B03.440.400.425.537.525.200,B03.440.400.425.537.525
ErbB Receptors,"Receptors, Growth Factor",Aminopeptidases,7,6,4.37e-08,D12.776.543.750.750.400.074,D12.776.543.750.750.400
Acidulated Phosphate Fluoride,Phosphates,Triiodobenzoic Acids,7,6,3.63e-08,D01.029.260.700.675.374.025,D01.029.260.700.675.374
Pheochromocytoma,Paraganglioma,Anacardiaceae,7,6,6.61e-08,C04.557.465.625.650.700.725,C04.557.465.625.650.700
HLA-B18 Antigen,HLA-B Antigens,HLA-A Antigens,7,6,1.05e-07,D09.400.430.890.489.500.180,D09.400.430.890.489.500
Cathepsin G,Serine Endopeptidases,Cerebral Cortex,7,6,8.13e-08,D08.811.277.656.300.760.066,D08.811.277.656.300.760
Mycoplasma synoviae,Mycoplasma,"Hypertension, Renal",7,6,1.38e-07,B03.440.860.580.553.553.770,B03.440.860.580.553.553
Vicia,Fabaceae,Lamiaceae,8,6,6.46e-08,B01.875.800.575.912.250.401.968,B01.875.800.575.912.250.401
Myrica,Myricaceae,Iridoids,10,6,2.88e-08,B01.875.800.575.912.250.859.750.700.500,B01.875.800.575.912.250.859.750.700
"Ribonuclease H, Human Immunodeficiency Virus",HIV Reverse Transcriptase,Cerebral Hemorrhage,8,6,6.61e-08,D12.776.964.775.375.545.875.500,D12.776.964.775.375.545.875
Pellagra,Vitamin B Deficiency,Magnoliopsida,7,6,7.08e-08,C18.654.521.500.133.699.529,C18.654.521.500.133.699
Amoxicillin-Potassium Clavulanate Combination,Clavulanic Acid,Caniformia,7,6,1.74e-07,D02.065.589.099.374.160.060,D02.065.589.099.374.160
HLA-A11 Antigen,HLA-A Antigens,Pyrimidine Phosphorylases,7,6,1.68e-07,D09.400.430.890.489.400.110,D09.400.430.890.489.400
Capsaicin,Catechols,Decapoda,8,6,2.09e-07,D02.455.426.559.389.657.166.099,D02.455.426.559.389.657.166
Sensorimotor Cortex,Cerebral Cortex,Fabaceae,8,6,1.32e-07,A08.186.211.200.885.287.500.814,A08.186.211.200.885.287.500
Sarcoplasmic Reticulum Calcium-Transporting ATPases,Calcium-Transporting ATPases,Magnoliopsida,8,6,4.57e-08,D08.811.277.040.025.314.250.500,D08.811.277.040.025.314.250
Lamellar Bodies,Secretory Vesicles,Syphilis,10,6,1.2e-07,A11.284.430.214.190.875.190.880.810.375,A11.284.430.214.190.875.190.880.810
Picea,Pinaceae,Carotenoids,8,6,1.51e-07,B01.875.800.575.912.625.875.755,B01.875.800.575.912.625.875
Vesicular Biogenic Amine Transport Proteins,Vesicular Neurotransmitter Transport Proteins,Frontal Lobe,8,6,1.29e-07,D12.776.157.530.450.162.887.500,D12.776.157.530.450.162.887
"Pericarditis, Tuberculous","Tuberculosis, Cardiovascular",Breast Carcinoma In Situ,10,6,8.32e-08,C01.150.252.410.040.552.846.617.150.595,C01.150.252.410.040.552.846.617.150
Expiratory Reserve Volume,Functional Residual Capacity,Staining and Labeling,8,6,7.94e-08,E01.370.386.700.485.750.275.260,E01.370.386.700.485.750.275
Carbuncle,Furunculosis,Clavulanic Acid,8,6,1.58e-07,C01.150.252.410.868.951.270.200,C01.150.252.410.868.951.270
Ammi,Apiaceae,"Receptors, Melanocortin",8,6,1.55e-07,B01.875.800.575.912.250.075.039,B01.875.800.575.912.250.075
Oncorhynchus kisutch,Oncorhynchus,"Tuberculosis, Cardiovascular",10,6,9.55e-08,B01.050.150.900.493.817.750.705.580.410,B01.050.150.900.493.817.750.705.580
Chemokine CCL24,"Chemokines, CC",Cytidine Diphosphate,7,6,1.2e-07,D12.644.276.374.200.110.910,D12.644.276.374.200.110
Uridine Diphosphate N-Acetylglucosamine,Uridine Diphosphate Sugars,Ruminants,8,6,7.59e-08,D03.383.742.686.850.600.677.120,D03.383.742.686.850.600.677
Benzocaine,para-Aminobenzoates,Peniculina,7,6,5.13e-08,D02.241.223.100.050.500.643,D02.241.223.100.050.500
Paramecium,Peniculina,Cadherins,7,6,6.03e-08,B01.043.185.650.375.550.637,B01.043.185.650.375.550
Integrin alpha3beta1,"Receptors, Laminin",Benzodiazepinones,7,6,1.62e-07,D12.776.543.750.705.876.311,D12.776.543.750.705.876
Ephedra sinica,Ephedra,"Keratins, Type I",8,6,9.55e-08,B01.875.800.575.156.577.222.500,B01.875.800.575.156.577.222
Phytoestrogens,"Estrogens, Non-Steroidal",Mandible,8,6,5.75e-08,D27.505.696.399.472.277.540.500,D27.505.696.399.472.277.540
Daphnia,Cladocera,"Receptors, CXCR",7,6,1.05e-07,B01.050.500.131.365.150.200,B01.050.500.131.365.150
Cytidine Diphosphate Choline,Cytidine Diphosphate,Benzenesulfonates,7,6,3.39e-08,D03.383.742.686.246.150.180,D03.383.742.686.246.150
Coleus,Lamiaceae,Caniformia,9,6,7.59e-08,B01.875.800.575.912.250.583.520.166,B01.875.800.575.912.250.583.520
Lycopene,Carotenoids,Encephalomyocarditis virus,7,6,1.23e-07,D02.455.326.271.665.202.216,D02.455.326.271.665.202
Macaca mulatta,Macaca,"Regulatory Elements, Transcriptional",13,6,9.55e-08,B01.050.150.900.649.313.988.400.112.199.120.510.550,B01.050.150.900.649.313.988.400.112.199.120.510
Thymidine Phosphorylase,Pyrimidine Phosphorylases,Fatty Acid Desaturases,7,6,9.55e-08,D08.811.913.400.725.850.500,D08.811.913.400.725.850
Caspase 9,"Caspases, Initiator","Receptors, Laminin",9,6,2.09e-07,D08.811.277.656.262.500.126.550.900,D08.811.277.656.262.500.126.550
Glucagon-Like Peptide Receptors,"Receptors, Gastrointestinal Hormone",Influenza A virus,7,6,2e-07,D12.776.543.750.750.360.100,D12.776.543.750.750.360
Carboxypeptidase B2,Metalloexopeptidases,Copper Transport Proteins,7,6,4.57e-08,D08.811.277.656.350.555.225,D08.811.277.656.350.555
Echinacea,Asteraceae,Alismatales,8,6,1.38e-07,B01.875.800.575.912.250.100.310,B01.875.800.575.912.250.100
Gardenia,Rubiaceae,Pneumovirinae,9,6,2.69e-07,B01.875.800.575.912.250.456.937.388,B01.875.800.575.912.250.456.937
PubMed,Online Systems,Aminopyrine,7,6,3.55e-07,L01.313.500.750.300.742.650,L01.313.500.750.300.742
"Coronavirus, Rat",Betacoronavirus,Catechol Oxidase,8,6,1.66e-06,B04.820.578.500.540.150.113.625,B04.820.578.500.540.150.113
"Hypertension, Renovascular","Hypertension, Renal",Antibodies,7,6,2.57e-06,C12.050.351.968.419.331.490,C12.050.351.968.419.331
"Infarction, Middle Cerebral Artery",Cerebral Infarction,Plasma Membrane Neurotransmitter Transport Proteins,8,6,6.92e-07,C10.228.140.300.150.477.200.450,C10.228.140.300.150.477.200
Mandibular Condyle,Mandible,HIV Reverse Transcriptase,8,6,3.31e-07,A02.835.232.781.324.502.632.600,A02.835.232.781.324.502.632
"Syphilis, Cardiovascular",Syphilis,"Receptors, KIR",8,6,1.26e-06,C01.150.252.400.794.840.500.875,C01.150.252.400.794.840.500
Mandibular Canal,Mandible,Poaceae,8,6,3.31e-07,A02.835.232.781.324.502.632.365,A02.835.232.781.324.502.632
Serotonin Plasma Membrane Transport Proteins,Plasma Membrane Neurotransmitter Transport Proteins,Chenodeoxycholic Acid,7,6,1.82e-06,D12.776.157.530.562.374.875,D12.776.157.530.562.374
"Carcinoma, Intraductal, Noninfiltrating",Breast Carcinoma In Situ,Arachidonate Lipoxygenases,7,6,1.41e-06,C04.557.470.200.240.187.250,C04.557.470.200.240.187
Histone-Lysine N-Methyltransferase,Histone Methyltransferases,Decapoda,8,6,2.53e-07,D08.811.913.555.500.800.200.500,D08.811.913.555.500.800.200
Keratin-12,"Keratins, Type I",Histone Methyltransferases,7,6,3.79e-07,D05.750.078.593.450.300.200,D05.750.078.593.450.300
Flax,Linaceae,Proboscidea Mammal,10,6,1.12e-06,B01.875.800.575.912.250.859.797.620.500,B01.875.800.575.912.250.859.797.620
"Antibodies, Neoplasm",Antibodies,Clavulanic Acid,7,6,3.63e-06,D12.776.124.486.485.114.240,D12.776.124.486.485.114
Keratin-8,"Keratins, Type II",Phosphates,7,6,3.8e-07,D05.750.078.593.450.600.800,D05.750.078.593.450.600
Sasa,Poaceae,Decapoda,8,6,3.02e-07,B01.875.800.575.912.250.822.844,B01.875.800.575.912.250.822
"Cyclic Nucleotide Phosphodiesterases, Type 6","3',5'-Cyclic-GMP Phosphodiesterases",Gene Components,7,6,1.45e-06,D08.811.277.352.640.155.750,D08.811.277.352.640.155
Sodium-Bicarbonate Symporters,SLC4A Proteins,Cerebellum,7,6,5.01e-07,D12.776.157.530.450.437.500,D12.776.157.530.450.437
Protein-Tyrosine Kinases,Protein Kinases,Afrotheria,7,6,7.09e-07,D08.811.913.696.620.682.725,D08.811.913.696.620.682
"Influenza A Virus, H5N6 Subtype",Influenza A virus,Iridaceae,7,6,3.24e-06,B04.820.480.968.405.400.552,B04.820.480.968.405.400
"Contraceptives, Postcoital, Hormonal","Contraceptive Agents, Hormonal",Magnoliopsida,7,6,1.05e-06,D27.505.696.875.360.360.750,D27.505.696.875.360.360
"Antibodies, Bispecific",Antibodies,Pregnenediones,7,6,3.63e-06,D12.776.124.486.485.114.125,D12.776.124.486.485.114
Lymphocyte Specific Protein Tyrosine Kinase p56(lck),src-Family Kinases,Cerebral Infarction,9,6,3.02e-07,D08.811.913.696.620.682.725.800.315,D08.811.913.696.620.682.725.800
Sorghum,Poaceae,HIV Reverse Transcriptase,8,6,6.76e-07,B01.875.800.575.912.250.822.894,B01.875.800.575.912.250.822
"Potassium Channels, Calcium-Activated",Potassium Channels,Furunculosis,7,6,3.8e-06,D12.776.157.530.400.600.150,D12.776.157.530.400.600
Raccoon Dogs,Canidae,Sodium Channels,10,6,1.86e-06,B01.050.150.900.649.313.750.250.216.700,B01.050.150.900.649.313.750.250.216
"Leprosy, Lepromatous","Leprosy, Multibacillary","Keratins, Type II",10,6,1e-06,C01.150.252.410.040.552.475.371.775.500,C01.150.252.410.040.552.475.371.775
HLA-A1 Antigen,HLA-A Antigens,Protein Kinase C,7,6,6.34e-07,D09.400.430.890.489.400.010,D09.400.430.890.489.400
"Influenza A Virus, H9N2 Subtype",Influenza A virus,Acyclovir,7,6,3.24e-06,B04.820.480.968.405.400.900,B04.820.480.968.405.400
Mammalian orthoreovirus 3,"Orthoreovirus, Mammalian",Proboscidea Mammal,7,6,1.55e-06,B04.820.223.719.590.550.700,B04.820.223.719.590.550
"Terminator Regions, Genetic","Regulatory Elements, Transcriptional",Fatty Acid Desaturases,8,6,1.91e-06,G05.360.340.024.340.137.750.830,G05.360.340.024.340.137.750
Leucine-Rich Repeat Serine-Threonine Protein Kinase-2,Protein Serine-Threonine Kinases,Gene Components,8,6,2.68e-07,D08.811.913.696.620.682.700.534,D08.811.913.696.620.682.700
Copper-Transporting ATPases,Copper Transport Proteins,Phosphates,8,6,3.22e-06,D12.776.157.530.450.250.578.750,D12.776.157.530.450.250.578
Cerebellar Nuclei,Cerebellum,Encephalomyocarditis virus,8,6,2.95e-07,A08.186.211.132.810.428.200.337,A08.186.211.132.810.428.200
Adenosine A2 Receptor Agonists,Purinergic P1 Receptor Agonists,Actinobacillus Infections,8,6,4.79e-07,D27.505.519.625.725.200.100.200,D27.505.519.625.725.200.100
"ATP Binding Cassette Transporter, Subfamily B, Member 3","ATP Binding Cassette Transporter, Subfamily B",Hyperlipoproteinemias,7,6,3.24e-06,D09.400.430.890.020.400.458,D09.400.430.890.020.400
"Cerebral Hemorrhage, Traumatic",Cerebral Hemorrhage,Filarioidea,7,6,3.98e-06,C10.228.140.300.535.200.200,C10.228.140.300.535.200
CD4 Lymphocyte Count,Lymphocyte Count,Tetrahydronaphthalenes,9,6,5.5e-07,E01.370.225.500.195.107.595.500.150,E01.370.225.500.195.107.595.500
Neuromuscular Nondepolarizing Agents,Neuromuscular Blocking Agents,Cetacea,7,6,4.68e-07,D27.505.696.663.700.710.575,D27.505.696.663.700.710
"Mycobacterium Infections, Nontuberculous",Mycobacterium Infections,Cerebral Cortex,7,6,3.09e-07,C01.150.252.410.040.552.475,C01.150.252.410.040.552
HIV Envelope Protein gp41,"env Gene Products, Human Immunodeficiency Virus",Canidae,7,6,1.48e-05,D12.776.964.775.325.164.200,D12.776.964.775.325.164
"Receptors, KIR2DL3","Receptors, KIR","Keratins, Type II",8,6,4.47e-06,D12.776.543.750.705.895.500.437,D12.776.543.750.705.895.500
Class II Phosphatidylinositol 3-Kinases,Phosphatidylinositol 3-Kinase,Magnoliopsida,8,6,0.000229,D08.811.913.696.620.500.100.200,D08.811.913.696.620.500.100
"Receptors, KIR3DL2","Receptors, KIR",N-Terminal Acetyltransferases,8,6,4.47e-06,D12.776.543.750.705.895.500.750,D12.776.543.750.705.895.500
Sheep,Ruminants,Apocynaceae,9,6,1.55e-05,B01.050.150.900.649.313.500.380.791,B01.050.150.900.649.313.500.380
"Pneumonia, Mycoplasma",Mycoplasma Infections,Metalloendopeptidases,7,6,5.5e-06,C01.150.252.400.610.610.760,C01.150.252.400.610.610
Anal Gland Neoplasms,Anus Neoplasms,Purinergic P1 Receptor Agonists,9,6,8.71e-06,C04.588.274.476.411.307.790.040.040,C04.588.274.476.411.307.790.040
"Receptors, Adrenergic","Receptors, Catecholamine",Immunoelectrophoresis,7,6,4.47e-06,D12.776.543.750.670.300.300,D12.776.543.750.670.300
