synset,hypernym,depth,level,entity,entity_hypernym,wiki_title,pageviews,neg_hypernym,domain
barracuda.n.01,spiny-finned_fish.n.01,14,6,barracuda,spiny-finned fish,barracuda,6.03e-07,wrasse,Animal
asbestos_abatement.n.01,abatement_of_a_nuisance.n.01,12,6,asbestos abatement,abatement of a nuisance,asbestos abatement,4.65e-07,culture,Abstraction
great_white_heron.n.02,egret.n.01,14,6,great white heron,egret,great white heron,1.22e-06,ass,Animal
spotted_hyena.n.01,hyena.n.01,14,6,spotted hyena,hyena,spotted hyena,6.21e-07,wild cherry,Animal
cashew.n.01,nut_tree.n.01,12,6,cashew,nut tree,cashew,5.62e-07,spiny-finned fish,Plant
colter.n.01,wedge.n.06,12,6,colter,wedge,colter,1.38e-06,medicine,Artifact
thoracic_medicine.n.01,medicine.n.01,12,6,thoracic medicine,medicine,thoracic medicine,1.1e-06,fruit tree,Abstraction
collar_blight.n.01,blight.n.02,12,6,collar blight,blight,collar blight,1.5e-06,requiem shark,Abstraction
blue_marlin.n.01,marlin.n.01,18,6,blue marlin,marlin,blue marlin,1.02e-06,proboscidean,Animal
gander.n.01,goose.n.01,14,6,gander,goose,gander,7.76e-07,megapode,Animal
scarlet_lychnis.n.01,lychnis.n.01,12,6,scarlet lychnis,lychnis,scarlet lychnis,1.06e-06,jet,Plant
wildcat.n.03,cat.n.01,14,6,wildcat,cat,wildcat,1.15e-06,intercontinental ballistic missile,Animal
tautog.n.01,wrasse.n.01,16,6,tautog,wrasse,tautog,3.89e-07,pleurisy,Animal
anaconda.n.01,boa.n.02,14,6,anaconda,boa,anaconda,9.33e-07,greenling,Animal
green_smut.n.01,smut.n.02,12,6,green smut,smut,green smut,7.37e-07,scombroid,Abstraction
snout_beetle.n.01,weevil.n.01,12,6,snout beetle,weevil,snout beetle,8.87e-07,pine,Animal
clustered_lady's_slipper.n.01,lady's_slipper.n.01,13,6,clustered lady's slipper,lady's slipper,clustered lady's slipper,4.71e-07,orchid,Plant
brush-tailed_porcupine.n.01,old_world_porcupine.n.01,14,6,brush-tailed porcupine,old world porcupine,brush-tailed porcupine,7.03e-07,mackerel shark,Animal
highjacking.n.01,robbery.n.01,12,6,highjacking,robbery,highjacking,1.26e-06,holly,Abstraction
dusky_shark.n.01,requiem_shark.n.01,15,6,dusky shark,requiem shark,dusky shark,6.42e-07,fruit tree,Animal
porcupinefish.n.01,spiny_puffer.n.01,16,6,porcupinefish,spiny puffer,porcupinefish,7.51e-07,extracapsular surgery,Animal
almanac.n.02,annual.n.02,12,6,almanac,annual,almanac,1.15e-06,omega-3 fatty acid,Artifact
prince_albert_yew.n.01,conifer.n.01,12,6,prince albert yew,conifer,prince albert yew,9.9e-07,archosaur,Plant
eelpout.n.01,blennioid_fish.n.01,16,6,eelpout,blennioid fish,eelpout,6.76e-07,orchid,Animal
common_american_shad.n.01,shad.n.02,13,6,common american shad,shad,common american shad,6.87e-07,larch,Animal
common_raccoon.n.01,raccoon.n.02,14,6,common raccoon,raccoon,common raccoon,1.84e-06,turnstone,Animal
dental_anatomy.n.01,gross_anatomy.n.01,14,6,dental anatomy,gross anatomy,dental anatomy,5.2e-06,rotary engine,Abstraction
otter.n.02,musteline_mammal.n.01,13,6,otter,musteline mammal,otter,2.34e-06,deposit,Animal
turbine.n.01,rotary_engine.n.01,13,6,turbine,rotary engine,turbine,4.27e-06,anemone,Artifact
coco_plum.n.01,fruit_tree.n.01,12,6,coco plum,fruit tree,coco plum,1.96e-06,twinflower,Plant
swimming_crab.n.01,crab.n.01,12,6,swimming crab,crab,swimming crab,4.74e-06,brahman,Animal
japanese_umbrella_pine.n.01,conifer.n.01,12,6,japanese umbrella pine,conifer,japanese umbrella pine,4.47e-06,egret,Plant
nightingale.n.01,thrush.n.03,13,6,nightingale,thrush,nightingale,1.95e-06,ornithischian,Animal
shuttle_helicopter.n.01,helicopter.n.01,12,6,shuttle helicopter,helicopter,shuttle helicopter,5e-06,zoonosis,Artifact
lizard.n.01,saurian.n.01,12,6,lizard,saurian,lizard,4.27e-06,sterculia,Animal
teal.n.02,duck.n.01,14,6,teal,duck,teal,1.78e-06,drive,Animal
maiden_pink.n.01,pink.n.02,12,6,maiden pink,pink,maiden pink,5.51e-06,archosaur,Plant
cobra.n.01,elapid.n.01,13,6,cobra,elapid,cobra,3.24e-06,composite,Animal
pelagic_bird.n.01,seabird.n.01,12,6,pelagic bird,seabird,pelagic bird,2.32e-06,spiny dogfish,Animal
hind.n.02,red_deer.n.01,16,6,hind,red deer,hind,3.16e-06,rhinoceros,Animal
painted_greenling.n.01,greenling.n.01,16,6,painted greenling,greenling,painted greenling,3.47e-06,even-toed ungulate,Animal
meadow_vole.n.01,vole.n.01,14,6,meadow vole,vole,meadow vole,3.33e-06,orchid,Animal
royal_mast.n.01,topmast.n.01,12,6,royal mast,topmast,royal mast,3.16e-06,limpet,Artifact
beach_plum.n.01,wild_plum.n.01,14,6,beach plum,wild plum,beach plum,3.4e-06,weasel,Plant
bearded_seal.n.01,earless_seal.n.01,15,6,bearded seal,earless seal,bearded seal,1.97e-06,marmoset,Animal
loquat.n.01,fruit_tree.n.01,12,6,loquat,fruit tree,loquat,3.36e-06,meteorological balloon,Plant
scorpionfish.n.01,scorpaenid.n.01,16,6,scorpionfish,scorpaenid,scorpionfish,2.3e-06,gentian,Animal
spanish_iris.n.01,beardless_iris.n.01,12,6,spanish iris,beardless iris,spanish iris,5.2e-06,fruit tree,Plant
kalumpang.n.01,sterculia.n.01,12,6,kalumpang,sterculia,kalumpang,1.83e-06,twinflower,Plant
swine.n.01,even-toed_ungulate.n.01,13,6,swine,even-toed ungulate,swine,2.88e-06,saurian,Animal
cargo_liner.n.01,liner.n.04,13,6,cargo liner,liner,cargo liner,4.13e-06,rickettsial disease,Artifact
gardening.n.01,farming.n.01,12,6,gardening,farming,gardening,4.68e-06,saurian,Abstraction
vine_maple.n.01,maple.n.02,12,6,vine maple,maple,vine maple,3.08e-06,ornithischian,Plant
mole_cricket.n.01,cricket.n.01,12,6,mole cricket,cricket,mole cricket,3.93e-06,red ash,Animal
glutton.n.02,musteline_mammal.n.01,13,6,glutton,musteline mammal,glutton,2.75e-06,oscine,Animal
ground-shaker.n.01,dinosaur.n.01,13,6,ground-shaker,dinosaur,ground-shaker,1.68e-06,colubrid snake,Animal
switchblade.n.01,pocketknife.n.01,13,6,switchblade,pocketknife,switchblade,3.66e-06,wild plum,Artifact
crabeater_seal.n.01,seal.n.09,14,6,crabeater seal,seal,crabeater seal,4.2e-06,vespertilian bat,Animal
rudd.n.01,cyprinid.n.01,16,6,rudd,cyprinid,rudd,1.7e-06,cavy,Animal
wapiti.n.01,deer.n.01,15,6,wapiti,deer,wapiti,3.09e-06,zoology,Animal
silver_perch.n.01,drum.n.06,17,6,silver perch,drum,silver perch,1.89e-06,wordbook,Animal
common_wasp.n.01,vespid.n.01,13,6,common wasp,vespid,common wasp,2.21e-06,white pine,Animal
hooded_seal.n.01,earless_seal.n.01,15,6,hooded seal,earless seal,hooded seal,1.74e-06,acanthoma,Animal
pterosaur.n.01,archosaur.n.01,12,6,pterosaur,archosaur,pterosaur,1.72e-06,bassoon,Animal
cookie_jar_reserve.n.01,hidden_reserve.n.01,14,6,cookie jar reserve,hidden reserve,cookie jar reserve,4.39e-06,weasel,Abstraction
german_lesson.n.01,language_lesson.n.01,12,6,german lesson,language lesson,german lesson,2.22e-05,bovid,Abstraction
laptop.n.01,portable_computer.n.01,12,6,laptop,portable computer,laptop,1.7e-05,elapid,Artifact
black_cherry.n.01,wild_cherry.n.02,14,6,black cherry,wild cherry,black cherry,1.44e-05,seabird,Plant
robin.n.02,thrush.n.03,13,6,robin,thrush,robin,2.14e-05,spiny-finned fish,Animal
purple_emperor.n.01,emperor_butterfly.n.01,14,6,purple emperor,emperor butterfly,purple emperor,9.61e-06,proboscidean,Animal
elephant.n.01,pachyderm.n.01,12,6,elephant,pachyderm,elephant,1.2e-05,gross anatomy,Animal
green_ash.n.01,red_ash.n.01,12,6,green ash,red ash,green ash,1.31e-05,scombroid,Plant
jet.n.01,airplane.n.01,12,6,jet,airplane,jet,1.95e-05,crab,Artifact
honker.n.03,goose.n.01,14,6,honker,goose,honker,6.44e-06,thrush,Animal
old_world_buffalo.n.01,bovid.n.01,15,6,old world buffalo,bovid,old world buffalo,1.38e-05,pocketknife,Animal
wild_horse.n.01,horse.n.01,15,6,wild horse,horse,wild horse,3.01e-05,cricket,Animal
dark_horse.n.02,racehorse.n.01,16,6,dark horse,racehorse,dark horse,3.77e-05,edentate,Animal
pilot_whale.n.01,dolphin.n.02,16,6,pilot whale,dolphin,pilot whale,9.24e-06,dinosaur,Animal
wood-frog.n.01,true_frog.n.01,12,6,wood-frog,true frog,wood-frog,6.88e-06,farming,Animal
diabetes.n.01,polygenic_disorder.n.01,12,6,diabetes,polygenic disorder,diabetes,1.48e-05,orchid,Abstraction
american_white_pine.n.01,white_pine.n.01,14,6,american white pine,white pine,american white pine,1.17e-05,goose,Plant
flying_fox.n.01,fruit_bat.n.01,13,6,flying fox,fruit bat,flying fox,2.42e-05,oscine,Animal
red_spider.n.01,spider_mite.n.01,13,6,red spider,spider mite,red spider,1.64e-05,thrush,Animal
black_sheep.n.02,sheep.n.01,16,6,black sheep,sheep,black sheep,1.47e-05,acanthoma,Animal
repositing.n.01,deposit.n.09,12,6,repositing,deposit,repositing,3.72e-05,vole,Abstraction
water_buffalo.n.01,old_world_buffalo.n.01,16,6,water buffalo,old world buffalo,water buffalo,1.33e-05,emperor butterfly,Animal
sand_rat.n.02,gerbil.n.01,13,6,sand rat,gerbil,sand rat,9.62e-06,medicine,Animal
japanese_maple.n.02,maple.n.02,12,6,japanese maple,maple,japanese maple,6.51e-06,lizard,Plant
sand_lance.n.01,spiny-finned_fish.n.01,14,6,sand lance,spiny-finned fish,sand lance,6.62e-06,marmoset,Animal
glass_ceiling.n.01,ceiling.n.03,13,6,glass ceiling,ceiling,glass ceiling,1.25e-05,pleurisy,Abstraction
bull_snake.n.01,colubrid_snake.n.01,13,6,bull snake,colubrid snake,bull snake,9.56e-06,guidebook,Animal
tamarin.n.01,marmoset.n.01,15,6,tamarin,marmoset,tamarin,7.07e-06,sweet-potato whitefly,Animal
little_brown_bat.n.01,vespertilian_bat.n.01,14,6,little brown bat,vespertilian bat,little brown bat,1.62e-05,ass,Animal
flame_fish.n.01,cardinalfish.n.01,16,6,flame fish,cardinalfish,flame fish,1.02e-05,tundra swan,Animal
pilot_balloon.n.01,meteorological_balloon.n.01,13,6,pilot balloon,meteorological balloon,pilot balloon,6.41e-06,goose,Artifact
grey.n.07,saddle_horse.n.01,16,6,grey,saddle horse,grey,3.02e-05,ax,Animal
whip-snake.n.01,colubrid_snake.n.01,13,6,whip-snake,colubrid snake,whip-snake,6.39e-06,pernicious anemia,Animal
dictionary.n.01,wordbook.n.01,12,6,dictionary,wordbook,dictionary,1.05e-05,ceiling,Artifact
great_white_shark.n.01,mackerel_shark.n.01,15,6,great white shark,mackerel shark,great white shark,1.21e-05,righteye flounder,Animal
gas_range.n.01,stove.n.01,12,6,gas range,stove,gas range,5.76e-05,goose,Artifact
wild_ass.n.01,ass.n.03,15,6,wild ass,ass,wild ass,3.87e-05,weaver,Animal
swiss_pine.n.01,pine.n.01,13,6,swiss pine,pine,swiss pine,7.09e-06,pied lemming,Plant
case_knife.n.02,knife.n.01,12,6,case knife,knife,case knife,2.4e-05,anchovy,Artifact
homo.n.02,hominid.n.01,13,6,homo,hominid,homo,0.000661,spice tree,Animal
emergency_medicine.n.01,medicine.n.01,12,6,emergency medicine,medicine,emergency medicine,2.65e-05,orchid,Abstraction
